waybill_sn,start_location,end_location,waybill_created_date,actual_eta,initial_eta,tri_punctuality_in_days
3630158994,"MEMPHIS, TN","NORFOLK, VA",2023-07-07,9,6,-3
3630136049,"GRANITE CITY, IL","HOPEWELL, VA",2023-07-07,6,4,-2
3630185886,"GRANITE CITY, IL","GRANITE CITY, IL",2023-07-07,4,1,-3
1087686463,"CLEVELAND, OH","WEST ELIZABETH, PA",2023-07-07,7,4,-3
3630208846,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,6,3,-3
1087549514,"CHICAGO, IL","HARRISBURG, PA",2023-07-07,5,2,-3
3630193481,"MALLARD, AL","LOUISVILLE, KY",2023-07-07,2,2,0
3630203537,"CORUNNA, ON","PIEDMONT, SC",2023-07-07,10,10,0
3630107888,"FARRELL, PA","PAULSBORO, NJ",2023-07-07,7,9,2
3630142113,"THOMASTON, IN","MONROE, MI",2023-07-07,4,7,3
3630186696,"LATC, CA","HARRISBURG, PA",2023-07-07,5,7,2
1087710856,"TIFTON, GA","LUBBOCK, TX",2023-07-07,7,6,-1
1087694466,"ROANOKE, IN","WENTZVILLE, MO",2023-07-07,2,4,2
3630107294,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,8,8,0
3630071401,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,4,7,3
3630069802,"LEMOYNE, AL","KAOLIN (CCH), AL",2023-07-07,7,5,-2
3630212277,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,2,1,-1
1087574608,"LAFAYETTE, IN","LAFAYETTE, IN",2023-07-07,3,2,-1
3630169157,"MEIGS, GA","POSTELL, GA",2023-07-07,6,4,-2
1087693834,"WESTVACO, WY","AUBURN, NY",2023-07-07,7,10,3
1087546388,"MORRISVILLE, PA","CHICAGO, IL",2023-07-07,0,3,3
1087608423,"AVONDALE, AL","APPLE GROVE, WV",2023-07-07,10,10,0
3630127375,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,7,6,-1
3630130289,"DARROW, IL","LAFAYETTE, IN",2023-07-07,6,4,-2
1087671133,"WAYNESBORO, MS","BLANCHESTER, OH",2023-07-07,7,5,-2
3630060735,"CHICAGO, IL","TOLEDO, OH",2023-07-07,6,7,1
3630085727,"HERSHEY, PA","THREE OAKS, LA",2023-07-07,6,9,3
3630130394,"DECATUR, IL","AVON, NY",2023-07-07,6,5,-1
3630164759,"ELKHART, IN","TRINITY, MS",2023-07-07,5,6,1
1087527847,"CROXTON, NJ","HOUSTON, TX",2023-07-07,2,4,2
3630163606,"MERIDIAN, MS","RUTHERFORD, PA",2023-07-07,12,9,-3
1087545293,"DELTA, OH","PHOENIX, AZ",2023-07-07,9,6,-3
1087558327,"TOLEDO, OH","TOLEDO, OH",2023-07-07,4,6,2
3630091621,"EASTOVER, SC","WEST HAZLETON, PA",2023-07-07,5,3,-2
3630063466,"LOS ANGELES, CA","HARRISBURG, PA",2023-07-07,5,2,-3
1087675577,"SELKIRK, NY","LAFAYETTE, IN",2023-07-07,4,2,-2
3630212390,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,6,4,-2
1087622524,"MANSFIELD, OH","FRANKFORD (DCR), DE",2023-07-07,3,3,0
3630093403,"BIRMINGHAM, MO","CHICAGO HEIGHTS, IL",2023-07-07,0,2,2
3630116439,"LATC, CA","HARRISBURG, PA",2023-07-07,10,10,0
3630197516,"ALLEMANIA, LA","KINGSPORT, TN",2023-07-07,6,4,-2
3630110865,"MIAMI, FL","CALUMET, IL",2023-07-07,10,8,-2
1087575719,"MEMPHIS, TN","CHARLOTTE, NC",2023-07-07,0,3,3
1087575824,"MEMPHIS, TN","CHARLOTTE, NC",2023-07-07,6,3,-3
3630194584,"GIBSON CITY, IL","AUGUSTA, GA",2023-07-07,5,6,1
3630175344,"TIPTON, IN","BOGALUSA, LA",2023-07-07,-1,1,2
3630051980,"BLUFFTON, IN","SELMA, NC",2023-07-07,11,8,-3
3630080492,"HYCO, NC","BAILEY MINE, PA",2023-07-03,3,1,-2
1086389694,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,-1,2,3
1087543217,"NORTH BIRMINGHAM, AL","WADLEY, GA",2023-07-07,4,4,0
1087676175,"MOREHEAD CITY CLNA, NC","VONORE, TN",2023-07-07,10,10,0
1087687540,"HARRISBURG, PA","CHICAGO, IL",2023-07-07,3,4,1
3630168915,"MIAMI, FL","ALLEMANIA, LA",2023-07-07,2,1,-1
3630108410,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,7,9,2
3630086935,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,4,4,0
3630084593,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,2,2,0
3630068270,"CHICAGO, IL","RUTHERFORD, PA",2023-07-07,9,6,-3
3630126874,"DILLEY, TX","PICAYUNE, MS",2023-07-07,7,7,0
3630111502,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,6,8,2
1087577753,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,12,9,-3
1087518505,"AUSTELL INTERMODAL, GA","MIAMI, FL",2023-07-07,6,4,-2
3630148143,"DECATUR, IL","HOMER, IL",2023-07-07,6,9,3
3630167595,"MUNCY (LVRR), PA","LORDSTOWN, OH",2023-07-07,8,6,-2
3630180983,"CHICAGO, IL","LEXINGTON, KY",2023-07-07,0,3,3
1087620865,"ELKHART, IN","ELKHART, IN",2023-07-07,2,3,1
1087693884,"WINNEBAGO, MN","MACUNGIE, PA",2023-07-07,9,9,0
1087629770,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-06,11,8,-3
1087044166,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,2,5,3
3630171243,"EVADALE, TX","BARTON, AL",2023-07-07,5,5,0
3630094417,"LOS ANGELES, CA","JACKSONVILLE, FL",2023-07-07,8,6,-2
1087597923,"LANDERS, IL","CLEVELAND, OH",2023-07-07,6,7,1
1087544572,"HARRISBURG, PA","CHICAGO, IL",2023-07-07,5,8,3
3630185137,"FT SMITH, AR","JACKSON, MI",2023-07-07,7,7,0
1087623554,"COLUMBUS, OH","NORFOLK INTERNATION, VA",2023-07-07,7,4,-3
3630166612,"BURLEY, ID","WELLINGTON, VA",2023-07-07,7,10,3
1087527936,"GREENCASTLE, PA","GREENCASTLE, PA",2023-07-07,3,2,-1
3630200165,"WEST HAZLETON, PA","NEAL, WV",2023-07-07,10,10,0
3630157867,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,11,10,-1
3630114851,"WYSOX, PA","WYEVILLE, WI",2023-07-07,-2,1,3
3630154403,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,8,10,2
1087539632,"RUTHERFORD, PA","ATLANTA, GA",2023-07-07,4,3,-1
3630080311,"HYCO, NC","BAILEY MINE, PA",2023-07-07,1,2,1
3630189000,"GREENFIELD, MA","DELTA, OH",2023-07-07,2,3,1
3630133148,"SELKIRK, NY","BUFFALO, NY",2023-07-07,7,10,3
3630190661,"MOBILE, AL","LEMOYNE, AL",2023-07-07,6,6,0
3630140454,"SCIO, OH","GIBBSTOWN, NJ",2023-07-07,5,4,-1
3630121387,"MACMILLAN, AL","WINSTON-SALEM, NC",2023-07-07,9,6,-3
3630203684,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,1,1,0
1087531252,"BELLEVUE, OH","BELLEVUE, OH",2023-07-07,1,1,0
3630199843,"DAYTON, TX","WEST HAZLETON, PA",2023-07-06,9,7,-2
1087461512,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,1,2,1
3630084250,"CALVERT, AL","INDIANA HARBOR, IN",2023-07-06,4,1,-3
1087044174,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,4,1,-3
3630078835,"ROHRERSTOWN, PA","FOSTORIA, OH",2023-07-07,0,3,3
1087715806,"DUFFS JCT (POHC), PA","NARLO, OH",2023-07-07,-1,2,3
3630189076,"GREENFIELD, MA","DELTA, OH",2023-07-07,5,3,-2
3630114330,"LANDERS, IL","LANDERS, IL",2023-07-07,12,9,-3
1087526312,"BUTLER, IN","NORTH BANGOR, ME",2023-07-07,3,2,-1
3630141426,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,5,4,-1
3630152304,"DALLAS, TX","HARRISBURG, PA",2023-07-07,10,10,0
3630051354,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,2,5,3
1087551896,"LOS ANGELES, CA","RUTHERFORD, PA",2023-07-06,9,8,-1
1087461499,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,8,8,0
3630095081,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,8,5,-3
3630191324,"PORT WILMINGTON, DE","AUTAUGA CREEK, AL",2023-07-07,12,10,-2
3630203707,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,2,4,2
1087637901,"OREGON, IL","TELL CITY, IN",2023-07-07,9,9,0
1087522546,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,7,4,-3
3630126921,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,1,1,0
3630132809,"SELKIRK, NY","BUFFALO, NY",2023-07-07,11,8,-3
3630115564,"STEELTON, PA","LACASSINE, LA",2023-07-07,0,3,3
3630211263,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,9,10,1
1087557753,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,12,10,-2
3630129076,"PAULSBORO, NJ","SAYRE, PA",2023-07-07,9,8,-1
3630168224,"OAKWOOD, MI","GARY, IN",2023-07-07,2,5,3
3630180234,"GILBERTON, PA","COLUMBUS, MS",2023-07-07,5,8,3
1087612286,"UNION BRIDGE, MD","NORFOLK, VA",2023-07-07,5,4,-1
3630158075,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,9,10,1
1087607752,"DES MOINES, IA","DES MOINES, IA",2023-07-07,4,4,0
3630145666,"CITY OF INDUSTRY, CA","NORFOLK, VA",2023-07-07,0,1,1
3630203634,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,4,1,-3
1087621900,"CINCINNATI, OH","TACOMA, WA",2023-07-07,9,9,0
3630148436,"DECATUR, IL","DECATUR, IL",2023-07-07,2,3,1
1087562245,"TALLADEGA, AL","VANCE, AL",2023-07-07,8,5,-3
1087714711,"FREEPORT, TX","CHAMPAIGN, IL",2023-07-07,10,10,0
1087551498,"GREENSBORO, NC","CROXTON, NJ",2023-07-07,1,3,2
3630118790,"OIL CITY, PA","LONGVIEW, TX",2023-07-07,11,10,-1
3630171146,"YOUNGSTOWN, OH","NORTH BERGEN, NJ",2023-07-07,8,5,-3
3630145616,"BIRMINGHAM, MO","DETROIT DEARBORN, MI",2023-07-07,5,4,-1
1087645653,"CHICAGO, IL","CHICAGO, IL",2023-07-07,12,9,-3
3630088157,"BOWDEN YARD, FL","BARIN, GA",2023-07-07,9,7,-2
1087522902,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,-2,1,3
1087679741,"KANSAS CITY, MO","NORFOLK INTERNATION, VA",2023-07-07,6,8,2
3630074792,"WILLOW SPRINGS, IL","WILLOW SPRINGS, IL",2023-07-07,8,6,-2
3630115108,"JOHNSTOWN, PA","L'ORIGNAL SPUR, ON",2023-07-07,11,8,-3
3630205123,"NORTH BIRMINGHAM, AL","SALTILLO, CU",2023-07-07,2,4,2
1087595191,"PINEVILLE, NC","CHICAGO, IL",2023-07-07,9,7,-2
3630132142,"BOISE SOUTHERN, LA","EAST POINT, GA",2023-07-07,8,10,2
3630091118,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,11,10,-1
1087530206,"LONG BEACH E PIER, CA","COLUMBUS, OH",2023-07-07,0,2,2
1087653313,"ZORRA, ON","GORDON, GA",2023-07-07,7,9,2
3630193562,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,10,9,-1
3630157362,"COLQUITT, GA","LEXINGTON (RJCC), KY",2023-07-07,1,4,3
3630056639,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,8,10,2
3630058657,"LONG BEACH E PIER, CA","COLUMBUS, OH",2023-07-07,9,8,-1
1087620904,"LOGISTICS PARK KANS, KS","KANSAS CITY, MO",2023-07-07,1,2,1
3630120802,"CATAWBA, SC","NORANDA, PQ",2023-07-07,3,1,-2
3630188355,"LAFAYETTE, IN","ALBION, MI",2023-07-07,5,2,-3
3630092229,"WELLSBORO, PA","WYEVILLE, WI",2023-07-07,0,2,2
1087625637,"CATAWBA, SC","NEW CARLISLE, IN",2023-07-07,3,2,-1
3630155912,"CLAYPOOL, IN","NEW HYDE PARK, NY",2023-07-07,6,9,3
3630124513,"ERIE, PA","OLD OCEAN, TX",2023-07-07,7,6,-1
3630210267,"BROOKLAWN, LA","RINCON, GA",2023-07-07,6,6,0
3630192118,"EAST ST LOUIS, IL","LOUISVILLE, KY",2023-07-07,10,9,-1
1087703574,"WINSLOW, IN","TERRACE, BC",2023-07-07,7,10,3
1087663839,"RUTHERFORD, PA","KANSAS CITY, MO",2023-07-07,3,5,2
3630212057,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,7,6,-1
3630115572,"STEELTON, PA","LACASSINE, LA",2023-07-07,10,9,-1
1087714630,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,2,4,2
1087679068,"LAKE CHARLES, LA","ASHEBORO, NC",2023-07-07,1,4,3
3630205709,"WARRENTON, OH","SPARTA, WI",2023-07-07,6,4,-2
3630075285,"BROADWAY, VA","LINVILLE, VA",2023-07-02,7,10,3
3628722981,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,1,4,3
1087549564,"HARRISBURG, PA","CHICAGO, IL",2023-07-07,8,8,0
3630211467,"CEDAR PORT, TX","CLYDE, OH",2023-07-07,5,2,-3
3630163258,"DALLAS, TX","CROXTON, NJ",2023-07-07,11,9,-2
3630081058,"HYCO, NC","BAILEY MINE, PA",2023-07-07,11,9,-2
1087550858,"CHICAGO 47TH ST TV, IL","HARRISBURG, PA",2023-07-07,-1,1,2
3630107561,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,6,9,3
1087588097,"MAGNOLIA, GA","ROBERTA, AL",2023-07-07,9,10,1
3630072601,"LAGRANGE, NL","STERLING HEIGHTS, MI",2023-07-07,2,4,2
3630185250,"GARY, IN","MIDWEST PORTAGE, IN",2023-07-02,2,4,2
3628671198,"CHARLOTTE, NC","WHITE PIGEON, MI",2023-07-07,0,3,3
1087684673,"GOOD SPRING, PA","PAULSBORO, NJ",2023-07-07,-2,1,3
3630161662,"WAYNE, MI","MALLARD, AL",2023-07-07,4,5,1
1087600085,"MAPLE HEIGHTS, OH","ICTF, CA",2023-07-03,5,2,-3
3629053555,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,10,10,0
3630211784,"ACKLEY, IA","DORAVILLE, GA",2023-07-07,-1,2,3
1087615991,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,4,5,1
1087566744,"BOWDEN YARD, FL","CHARLOTTE, NC",2023-07-07,8,5,-3
3630118805,"FARMERS VALLEY, PA","PHILA PORT RICHMOND, PA",2023-07-07,12,10,-2
3630104987,"ROGERSLACY, MS","NAMPA, AB",2023-07-07,12,9,-3
1087680093,"MERIDIAN, MS","MERIDIAN, MS",2023-07-07,9,9,0
3630163070,"CHICAGO, IL","CHICAGO MIX CTR, IL",2023-07-07,10,9,-1
1087622980,"BOWDEN YARD, FL","CHICAGO 47TH ST TV, IL",2023-07-07,9,9,0
3630126735,"UNION BRIDGE, MD","NORFOLK, VA",2023-07-07,9,8,-1
1087566613,"BOWDEN YARD, FL","CHICAGO 47TH ST TV, IL",2023-07-07,0,3,3
3630108931,"ZANESVILLE, OH","WEDRON, IL",2023-07-07,11,9,-2
3630148460,"DECATUR, IL","DECATUR, IL",2023-07-07,4,3,-1
1087561998,"MOBILE, AL","MOBILE, AL",2023-07-07,9,6,-3
1087709651,"NEW CASTLE, PA","WILLIAMSPORT, PA",2023-07-07,5,2,-3
1087550361,"CHICAGO, IL","CHARLOTTE, NC",2023-07-07,2,5,3
1087601780,"ROSSVILLE, TN","ROSSVILLE, TN",2023-07-07,12,9,-3
3630070497,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,4,5,1
1087576668,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,7,4,-3
3630168842,"MIAMI, FL","LANDERS, IL",2023-07-07,7,7,0
3630062046,"BELLEVUE, OH","BELLEVUE, OH",2023-07-07,5,6,1
1087658931,"OAKWOOD, MI","GARY, IN",2023-07-07,6,8,2
1087592656,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,3,4,1
3630060230,"KANSAS CITY, MO","KANSAS CITY, MO",2023-07-07,7,7,0
3630189092,"GREENFIELD, MA","DELTA, OH",2023-07-07,8,10,2
3630152477,"RIVER ROUGE, MI","BRAMPTON, GA",2023-07-07,4,3,-1
3630093217,"LOS ANGELES, CA","RUTHERFORD, PA",2023-07-07,2,4,2
3630065133,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,10,10,0
3630199704,"CEDAR RAPIDS, IA","CITY POINT, FL",2023-07-07,3,4,1
1087594878,"NEWBERRY, PA","WYEVILLE, WI",2023-07-07,4,4,0
3630207751,"BRISTOL, VA","TROUTVILLE, VA",2023-07-07,5,8,3
1087531430,"BELLEVUE, OH","BELLEVUE, OH",2023-07-07,4,7,3
3630211190,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,11,8,-3
3630092978,"WAYNESBURG, PA","BETHLEHEM, PA",2023-07-07,10,7,-3
3630198148,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,4,2,-2
1087555612,"CINCINNATI, OH","JACKSONVILLE, FL",2023-07-07,7,8,1
1087617294,"REYBOLD, DE","LYONS, PA",2023-07-07,3,1,-2
3630177540,"HOUSTON, TX","SIEGFRIED, PA",2023-07-07,10,7,-3
3630108046,"FARRELL, PA","PAULSBORO, NJ",2023-07-07,6,5,-1
1087683805,"GREENFIELD, MA","DELTA, OH",2023-07-07,8,7,-1
1087557999,"BUFFALO, NY","OWEGO (OHRY), NY",2023-07-07,9,9,0
3630185187,"WILLIAMSPORT, MD","BAYPORT, TX",2023-07-07,8,7,-1
3630093712,"MEMPHIS, TN","CHARLOTTE, NC",2023-07-07,2,2,0
3630110182,"CLARKSON, ON","BAYWAY, NJ",2023-07-07,4,3,-1
3630056689,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,8,10,2
3630071223,"SCHENECTADY, NY","TAYLOR, PA",2023-07-07,5,5,0
3630180284,"GILBERTON, PA","DELTA, OH",2023-07-07,11,8,-3
3630125527,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,2,2,0
1087640750,"WOODSTOCK, ON","WESTLAKE, FL",2023-07-07,3,3,0
3630203016,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,0,3,3
1087578042,"GATEWAY MINE, IL","WHEATFIELD, IN",2023-07-07,9,10,1
3630203626,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,6,8,2
3630126777,"BURNS HARBOR, IN","NEW CARLISLE, IN",2023-07-02,3,3,0
3628723466,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,2,2,0
3630052708,"BLUFFTON, IN","SELMA, NC",2023-07-07,6,9,3
3630198619,"PRESA DE LA CEBADA, GJ","LEIPSIC, OH",2023-07-07,2,4,2
1087675674,"SELKIRK, NY","LAFAYETTE, IN",2023-07-07,11,8,-3
3630124270,"STEARNS, KY","NEWPORT, AR",2023-07-07,3,1,-2
1087602508,"PITTSBURGH, PA","ELIZABETH MARINE TE, NJ",2023-07-07,8,9,1
3630205547,"ROCKPORT, IN","MIDDLETOWN, OH",2023-07-07,11,9,-2
3630162294,"LACYMARK, FL","JUNCTION CITY, GA",2023-07-07,5,4,-1
3630115784,"HAMILTON, MS","MCINTOSH, AL",2023-07-02,10,7,-3
3628722999,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,6,8,2
1087645750,"GRAHAM, VA","CAMERON, VA",2023-07-07,2,3,1
3630189636,"COLUMBIA CITY, IN","ST LOUIS, MO",2023-07-06,4,5,1
3629821039,"SURRENCY, GA","ANDERSON (ICRK), IN",2023-07-07,6,4,-2
3630212950,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,5,2,-3
3630098592,"ASHEVILLE, NC","PINE BLUFF, AR",2023-07-07,4,2,-2
3630132671,"SELKIRK, NY","BUFFALO, NY",2023-07-07,6,8,2
3630199356,"SALISBURY (DCR), MD","MCDONOUGH, GA",2023-07-07,11,8,-3
3630132930,"SELKIRK, NY","BUFFALO, NY",2023-07-07,8,10,2
3630122715,"CHICAGO ASHLAND AVE, IL","PORT WENTWORTH, GA",2023-07-07,7,4,-3
1087524239,"CRAWFORDSVILLE, IN","PEKIN, IL",2023-07-07,11,8,-3
1087681845,"LIVERNOIS, MI","CANTON, OH",2023-07-07,2,4,2
3630111667,"CHARLESTON, SC","SAVANNAH, GA",2023-07-07,7,9,2
3630102163,"ELDON, TX","NORTH CHARLESTON, SC",2023-07-07,9,9,0
1087537826,"MORRISVILLE TV, PA","CHICAGO ENGLEW TV, IL",2023-07-07,4,2,-2
3630066862,"CINCINNATI, OH","CINCINNATI, OH",2023-07-07,0,3,3
3630146036,"EAST MODESTO, CA","HANNIBAL, MO",2023-07-07,3,1,-2
1087700055,"KRAFT, LA","FOREST PARK, GA",2023-07-07,6,6,0
3630181125,"LAFAYETTE, GA","JACKSONVILLE, AR",2023-07-07,10,8,-2
1087525829,"ST LOUIS, MO","JACKSONVILLE, FL",2023-07-07,7,4,-3
3630052669,"BLUFFTON, IN","SELMA, NC",2023-07-07,2,4,2
3630070421,"ROSSVILLE, TN","ROSSVILLE, TN",2023-07-07,1,2,1
1087686730,"ATLANTA, GA","WYLIE, TX",2023-07-07,4,2,-2
1087563615,"CALVERT CITY, KY","EMORY GAP, TN",2023-07-07,5,4,-1
3630163282,"BALDWIN, GA","DECATUR, IL",2023-07-07,5,2,-3
3630086668,"CITY OF INDUSTRY, CA","GREENSBORO, NC",2023-07-07,2,2,0
1087667778,"TIPTON, IN","MACMILLAN, AL",2023-07-07,2,1,-1
3630161492,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,-1,1,2
3630110027,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,4,1,-3
3630133009,"SELKIRK, NY","BUFFALO, NY",2023-07-07,4,4,0
3630142951,"STAPLETON, GA","EAST STROUDSBURG, PA",2023-07-07,2,3,1
3630193960,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,12,10,-2
3630121078,"TOLEDO, OH","MIDDLETOWN, OH",2023-07-07,1,3,2
1087596812,"PITTSBURGH, PA","ELIZABETH MARINE TE, NJ",2023-07-07,3,6,3
3630095934,"FREMONT, OH","HURON, CA",2023-07-07,4,2,-2
3630205961,"JACKSON, MI","CROFT, NC",2023-07-07,11,9,-2
1087604259,"ATLANTA, GA","WYLIE, TX",2023-07-07,9,7,-2
3630112037,"PRESCOTT, ON","TOLEDO, OH",2023-07-07,0,3,3
3630100187,"INWOOD, WV","CHICAGO, IL",2023-07-07,6,7,1
1087573131,"APPLIANCE PARK, KY","ELIZABETH MARINE TE, NJ",2023-07-07,7,8,1
3630181078,"NORFOLK, VA","AIKEN (AIKR), SC",2023-07-07,1,1,0
3630058063,"LONG BEACH E PIER, CA","CINCINNATI, OH",2023-07-07,2,3,1
3630187121,"DECATUR, AL","DECATUR, AL",2023-07-07,7,6,-1
3630098461,"NORFOLK, VA","NORFOLK, VA",2023-07-07,-1,1,2
3630137192,"PINEVILLE, NC","AUGUSTA, MS",2023-07-07,11,10,-1
1087654296,"MERIDIAN, MS","RUTHERFORD, PA",2023-07-07,-1,1,2
3630213338,"RIVER ROUGE, MI","HOUSTON, TX",2023-07-07,9,10,1
1087589255,"BIGLERVILLE, PA","CHICAGO, IL",2023-07-07,0,1,1
3630168062,"MOUNDVILLE, AL","ERIE, PA",2023-07-07,7,4,-3
1087650713,"COLUMBUS, OH","NORFOLK INTERNATION, VA",2023-07-07,9,7,-2
3630086618,"HUBER, GA","SANDERSVILLE, GA",2023-07-07,10,9,-1
3630086642,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,8,8,0
1087531919,"BELLEVUE, OH","BELLEVUE, OH",2023-07-07,5,8,3
3630052619,"BLUFFTON, IN","SELMA, NC",2023-07-04,7,4,-3
1086399576,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,3,5,2
3630059792,"SAN BERNARDINO, CA","CHARLOTTE, NC",2023-07-07,9,6,-3
3630086024,"CLEVELAND, TN","DAYTON, OH",2023-07-07,7,10,3
1087631379,"DAVISVILLE, RI","LAFAYETTE, IN",2023-07-07,5,6,1
1087528762,"LONG BEACH E PIER, CA","CLEVELAND, OH",2023-07-07,1,4,3
3630211734,"ACKLEY, IA","DORAVILLE, GA",2023-07-07,5,6,1
3630070332,"MODESTO, CA","SCRANTON, PA",2023-07-07,6,8,2
1087693038,"RUTHERFORD, PA","ATLANTA, GA",2023-07-07,5,2,-3
3630069331,"ROSSER, GA","BARNESVILLE, GA",2023-07-07,3,2,-1
3630099572,"THOMASVILLE, PA","BENTONITE, WY",2023-07-07,5,4,-1
3630062004,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,4,1,-3
1087598262,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,1,1,0
3630117231,"DES MOINES, IA","DES MOINES, IA",2023-07-07,1,3,2
3630121874,"HAMILTON, ON","CHICAGO, IL",2023-07-06,6,3,-3
1087461481,"WINSTON-SALEM, NC","WHITE PIGEON, MI",2023-07-07,6,9,3
3630199063,"LEE CREEK, NC","REYBOLD, DE",2023-07-07,1,3,2
3630141507,"ASHEVILLE, NC","GIANT, SC",2023-07-07,0,2,2
1087611735,"BURNS HARBOR, IN","COATESVILLE, PA",2023-07-07,13,10,-3
1087606730,"INSTITUTE (KNWA), WV","TAFT, LA",2023-07-07,6,8,2
1087649908,"FARRELL, PA","PAULSBORO, NJ",2023-07-07,12,10,-2
3630183096,"MELVINDALE, MI","KANSAS CITY, MO",2023-07-07,3,6,3
3630218134,"AVON, NY","FRANKFORD (DCR), DE",2023-07-07,12,10,-2
1087593791,"ELKHART, IN","GARY, IN",2023-07-07,10,7,-3
3630172273,"CEDAR RAPIDS, IA","KENDALLVILLE (KTR), IN",2023-07-07,10,10,0
3630066901,"PHOENIX, AZ","CROXTON, NJ",2023-07-02,9,8,-1
3628671902,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,10,9,-1
3630216190,"EAST ST LOUIS, IL","WENTZVILLE, MO",2023-07-07,9,8,-1
3630052164,"BLUFFTON, IN","SELMA, NC",2023-07-07,2,2,0
3630133164,"SELKIRK, NY","BUFFALO, NY",2023-07-07,11,8,-3
3630124474,"WOODSTOCK, ON","COMMERCE, GA",2023-07-07,3,3,0
1087711616,"STOCKTON IMF, CA","JACKSONVILLE, FL",2023-07-07,6,5,-1
3630115213,"KALAMAZOO, MI","SANDERSVILLE, GA",2023-07-07,1,1,0
1087659288,"MUNCY (LVRR), PA","LORDSTOWN, OH",2023-07-07,3,6,3
3630204761,"POSTELL, GA","ODUM, GA",2023-07-07,3,3,0
1087711690,"SELMA, AL","QUINNESEC, MI",2023-07-07,4,7,3
1087543681,"HARRISBURG, PA","CHICAGO, IL",2023-07-07,11,9,-2
